#FIELD: aquarius_u67203   PHOTOMETRY VERSION: phot-2.03
#REFERENCE POSITION (for DRA, DDEC):   311.720833  -12.847500 (J2000)
#ADOPTED GALAXY CENTER (for DRACEN, DDECCEN):   311.716248  -12.847500 (J2000)
#FLAG  f606w  E(f606w)  CROWD1  f814w  E(f814w)  CROWD2  CHIP  X  Y  DRA  DDEC  DRACEN  DDECCEN  RA(J2000)  DEC  
   227  99.999   0.000   0.000  22.906   0.190   0.000   3  445.78  562.94   13.003    5.351     29.510      5.351  20:46:53.87  -12:50:45.6
   224  99.999   0.000   0.000  23.449   0.148   0.016   3  736.35  732.90   23.748   36.820     40.255     36.820  20:46:54.58  -12:50:14.2
   226  99.999   0.000   0.000  23.604   0.140   0.000   3  373.02  745.70   32.635    1.954     49.142      1.954  20:46:55.18  -12:50:49.0
     0  24.664   0.069   0.000  24.060   0.107   0.000   3   66.35  217.16  -13.575  -38.446      2.932    -38.446  20:46:52.10  -12:51:29.4
    64  24.616   0.066   0.000  24.249   0.120   0.000   3  233.96   97.59  -28.951  -24.607    -12.444    -24.607  20:46:51.07  -12:51:15.6
   323  24.414   0.105   0.043  99.999   0.000   0.000   3  454.66  368.92   -6.539    2.300      9.969      2.300  20:46:52.56  -12:50:48.7
    64  24.799   0.081   0.000  23.860   0.120   0.000   3  383.42  675.89   25.520    1.559     42.027      1.559  20:46:54.70  -12:50:49.4
    64  24.646   0.072   0.000  24.673   0.196   0.000   3  465.56  683.55   24.569    9.694     41.077      9.694  20:46:54.64  -12:50:41.3
     0  24.695   0.071   0.007  23.973   0.102   0.009   3  383.17  307.72  -11.166   -5.905      5.341     -5.905  20:46:52.26  -12:50:56.9
    64  24.627   0.076   0.008  24.082   0.113   0.013   3  290.05  471.24    7.093  -11.672     23.601    -11.672  20:46:53.47  -12:51:02.7
     0  24.713   0.076   0.003  23.901   0.102   0.000   3  409.91  631.73   20.590    3.245     37.098      3.245  20:46:54.37  -12:50:47.8
    64  24.626   0.068   0.001  24.596   0.167   0.002   3  378.69  309.34  -10.911   -6.309      5.596     -6.309  20:46:52.27  -12:50:57.3
   227  99.999   0.000   0.000  22.792   0.180   0.000   3  717.76  222.94  -26.456   24.886     -9.949     24.886  20:46:51.24  -12:50:26.1
    64  24.626   0.069   0.017  24.256   0.128   0.029   3  325.07  310.63   -9.668  -11.508      6.839    -11.508  20:46:52.36  -12:51:02.5
    64  24.654   0.074   0.000  24.320   0.150   0.000   3  296.38  757.79   35.400   -5.237     51.907     -5.237  20:46:55.36  -12:50:56.2
    64  24.610   0.067   0.000  24.194   0.121   0.000   3  239.21  189.15  -19.979  -22.289     -3.472    -22.289  20:46:51.67  -12:51:13.3
    64  24.673   0.075   0.001  24.061   0.117   0.001   3  199.48  689.42   30.629  -16.024     47.136    -16.024  20:46:55.04  -12:51:07.0
    64  24.794   0.074   0.000  24.324   0.133   0.000   3  256.78  240.08  -15.281  -19.569      1.227    -19.569  20:46:51.98  -12:51:10.6
   355  24.233   0.129   0.000  99.999   0.000   0.000   3   94.43  452.98    9.304  -31.022     25.811    -31.022  20:46:53.62  -12:51:22.0
   227  99.999   0.000   0.000  22.964   0.195   0.002   3  750.89  148.16  -34.510   26.548    -18.003     26.548  20:46:50.70  -12:50:24.5
   354  24.652   0.116   0.023  99.999   0.000   0.000   3  576.89   98.50  -35.936    8.715    -19.429      8.715  20:46:50.60  -12:50:42.3
   320  24.699   0.083   0.002  99.999   0.000   0.000   3  333.04  662.07   25.191   -3.618     41.698     -3.618  20:46:54.68  -12:50:54.6
    64  24.640   0.069   0.000  24.271   0.128   0.000   3  623.52  240.23  -22.839   16.119     -6.331     16.119  20:46:51.48  -12:50:34.9
   355  24.632   0.120   0.000  99.999   0.000   0.000   3  263.81  204.45  -18.973  -19.596     -2.465    -19.596  20:46:51.74  -12:51:10.6
   225  99.999   0.000   0.000  22.458   0.143   0.000   3  466.79  747.90   30.903   11.096     47.410     11.096  20:46:55.06  -12:50:39.9
   320  24.697   0.075   0.000  99.999   0.000   0.000   3  113.64  516.57   15.234  -27.872     31.741    -27.872  20:46:54.02  -12:51:18.9
     0  24.739   0.085   0.000  23.853   0.103   0.000   3  188.40  794.70   41.213  -14.935     57.720    -14.935  20:46:55.75  -12:51:05.9
    64  24.671   0.072   0.001  24.109   0.117   0.001   3  551.36  461.66    0.712   13.588     17.219     13.588  20:46:53.05  -12:50:37.4
    64  24.644   0.074   0.019  24.690   0.202   0.024   3  131.55  683.63   31.428  -22.713     47.935    -22.713  20:46:55.10  -12:51:13.7
     0  24.687   0.071   0.015  24.034   0.105   0.019   3   90.51  262.42   -9.583  -35.225      6.924    -35.225  20:46:52.36  -12:51:26.2
   160  99.999   0.000   0.000  23.606   0.092   0.000   3  102.07  592.37   22.995  -27.437     39.502    -27.437  20:46:54.53  -12:51:18.4
    64  24.782   0.096   0.000  23.789   0.110   0.054   3  465.06  635.86   19.853    8.692     36.361      8.692  20:46:54.32  -12:50:42.3
   355  23.990   0.171   0.006  99.999   0.000   0.000   3  186.80  706.37   32.560  -16.904     49.068    -16.904  20:46:55.17  -12:51:07.9
   355  24.496   0.159   0.000  99.999   0.000   0.000   3  781.04  638.86   13.526   39.287     30.033     39.287  20:46:53.90  -12:50:11.7
    64  24.667   0.072   0.000  24.186   0.127   0.003   3  483.24  556.81   11.612    8.874     28.119      8.874  20:46:53.77  -12:50:42.1
    64  24.696   0.074   0.000  24.034   0.111   0.000   3  753.52  514.67    1.790   34.210     18.297     34.210  20:46:53.12  -12:50:16.8
   227  99.999   0.000   0.000  23.271   0.177   0.013   3  198.50  181.29  -19.909  -26.393     -3.402    -26.393  20:46:51.67  -12:51:17.4
    64  24.650   0.071   0.000  24.820   0.209   0.000   3  379.43  457.73    3.891   -3.238     20.398     -3.238  20:46:53.26  -12:50:54.2
     0  24.692   0.073   0.034  23.996   0.106   0.047   3  577.86  409.46   -5.046   15.112     11.461     15.112  20:46:52.66  -12:50:35.9
    64  24.629   0.078   0.039  24.152   0.120   0.028   3  364.45  354.67   -6.090   -6.782     10.417     -6.782  20:46:52.59  -12:50:57.8
   320  24.602   0.077   0.011  99.999   0.000   0.000   3  346.89  761.74   34.753   -0.258     51.261     -0.258  20:46:55.32  -12:50:51.3
   160  99.999   0.000   0.000  23.589   0.095   0.000   3   93.57  346.92   -1.239  -33.245     15.268    -33.245  20:46:52.92  -12:51:24.2
     0  24.742   0.079   0.006  23.901   0.105   0.006   3  353.79  728.97   31.381   -0.250     47.889     -0.250  20:46:55.09  -12:50:51.2
     0  24.781   0.076   0.019  23.844   0.093   0.016   3  446.50  157.69  -27.412   -2.759    -10.905     -2.759  20:46:51.17  -12:50:53.8
    64  24.665   0.072   0.000  24.281   0.135   0.030   3  492.26  441.31   -0.093    7.426     16.414      7.426  20:46:52.99  -12:50:43.6
    64  24.649   0.069   0.000  24.306   0.132   0.002   3  114.00  319.77   -4.365  -31.816     12.142    -31.816  20:46:52.71  -12:51:22.8
     0  24.701   0.071   0.012  24.023   0.102   0.032   3  332.67  137.38  -27.072  -14.240    -10.565    -14.240  20:46:51.20  -12:51:05.2
    64  24.677   0.071   0.000  24.154   0.120   0.003   3  599.50  388.10   -7.621   16.784      8.886     16.784  20:46:52.49  -12:50:34.2
    64  24.664   0.074   0.000  24.527   0.176   0.000   3  524.23  706.50   25.616   15.845     42.123     15.845  20:46:54.71  -12:50:35.2
     0  24.721   0.072   0.037  23.957   0.097   0.024   3  388.57  121.11  -29.843   -9.129    -13.336     -9.129  20:46:51.01  -12:51:00.1
    64  24.672   0.072   0.000  24.192   0.125   0.000   3  623.82  496.87    2.715   21.330     19.222     21.330  20:46:53.18  -12:50:29.7
     0  24.694   0.069   0.003  24.031   0.101   0.002   3  336.91   73.84  -33.452  -15.090    -16.945    -15.090  20:46:50.77  -12:51:06.1
    64  24.745   0.077   0.013  24.049   0.118   0.002   3  486.09  689.08   24.689   11.798     41.196     11.798  20:46:54.65  -12:50:39.2
   320  24.693   0.072   0.030  99.999   0.000   0.000   3  360.75  344.20   -7.060   -7.354      9.448     -7.354  20:46:52.53  -12:50:58.4
   227  99.999   0.000   0.000  22.264   0.153   0.136   3  678.25   82.43  -39.550   18.197    -23.042     18.197  20:46:50.36  -12:50:32.8
   320  24.705   0.074   0.006  99.999   0.000   0.000   3  387.99  616.17   19.498    0.799     36.006      0.799  20:46:54.30  -12:50:50.2
    64  24.672   0.074   0.029  24.320   0.144   0.046   3  389.71  596.51   17.508    0.569     34.015      0.569  20:46:54.17  -12:50:50.4
    64  24.674   0.070   0.002  24.093   0.112   0.002   3  443.09  276.09  -15.564   -0.704      0.943     -0.704  20:46:51.96  -12:50:51.7
    64  24.663   0.069   0.000  24.165   0.114   0.000   3  414.92   79.56  -34.501   -7.398    -17.994     -7.398  20:46:50.70  -12:50:58.4
     0  25.204   0.103   0.000  23.504   0.072   0.003   3  331.38  263.10  -14.539  -11.849      1.968    -11.849  20:46:52.03  -12:51:02.8
    64  24.652   0.068   0.008  24.666   0.175   0.016   3  341.83  237.97  -17.263  -11.337     -0.755    -11.337  20:46:51.85  -12:51:02.3
   320  24.808   0.103   0.000  99.999   0.000   0.000   3  790.09  540.43    3.589   38.230     20.096     38.230  20:46:53.24  -12:50:12.8
    64  24.692   0.075   0.000  24.232   0.137   0.000   3  600.47  723.66   25.709   23.562     42.217     23.562  20:46:54.71  -12:50:27.4
    64  24.675   0.071   0.000  24.228   0.125   0.000   3  703.65  309.95  -17.537   25.293     -1.030     25.293  20:46:51.83  -12:50:25.7
    64  24.797   0.092   0.007  23.834   0.112   0.004   3  469.94  237.21  -19.992    1.126     -3.485      1.126  20:46:51.67  -12:50:49.9
    64  24.651   0.073   0.000  24.278   0.129   0.000   3  707.60  171.29  -31.367   22.850    -14.860     22.850  20:46:50.91  -12:50:28.2
    64  24.652   0.069   0.002  24.782   0.189   0.000   3  538.37  205.51  -24.550    7.145     -8.043      7.145  20:46:51.36  -12:50:43.9
    64  24.676   0.075   0.032  24.589   0.190   0.040   3  129.96  708.08   33.873  -22.362     50.380    -22.362  20:46:55.26  -12:51:13.4
   355  23.792   0.137   0.000  99.999   0.000   0.000   3  709.38  288.93  -19.742   25.420     -3.235     25.420  20:46:51.68  -12:50:25.6
     0  24.799   0.078   0.000  23.824   0.092   0.000   3  730.24  408.15   -8.316   29.842      8.191     29.842  20:46:52.45  -12:50:21.2
   227  99.999   0.000   0.000  22.175   0.162   0.070   3  638.49  737.99   26.322   27.511     42.829     27.511  20:46:54.75  -12:50:23.5
    64  24.716   0.073   0.000  24.111   0.116   0.004   3  413.00  437.06    1.130   -0.384     17.637     -0.384  20:46:53.08  -12:50:51.4
   227  99.999   0.000   0.000  23.161   0.132   0.015   3  551.16  232.53  -22.124    8.936     -5.617      8.936  20:46:51.53  -12:50:42.1
     0  24.775   0.077   0.001  23.916   0.101   0.001   3  200.11  523.68   14.172  -19.351     30.679    -19.351  20:46:53.94  -12:51:10.4
     0  24.660   0.084   0.000  23.967   0.102   0.000   3  786.03  146.70  -35.346   29.895    -18.839     29.895  20:46:50.64  -12:50:21.1
    64  24.697   0.076   0.000  24.209   0.137   0.004   3   71.06  786.20   42.708  -26.415     59.215    -26.415  20:46:55.85  -12:51:17.4
   353  24.698   0.139   0.000  99.999   0.000   0.000   3  763.55  453.96   -4.445   33.967     12.062     33.967  20:46:52.70  -12:50:17.0
   352  24.860   0.113   0.089  99.999   0.000   0.000   3  733.02  755.25   26.015   36.929     42.522     36.929  20:46:54.73  -12:50:14.1
     0  24.777   0.077   0.004  23.889   0.095   0.004   3  624.68  208.48  -26.013   15.587     -9.506     15.587  20:46:51.27  -12:50:35.4
    64  24.745   0.076   0.000  24.652   0.190   0.020   3   94.93  438.19    7.822  -31.273     24.329    -31.273  20:46:53.52  -12:51:22.3
   320  24.818   0.083   0.005  99.999   0.000   0.000   3  793.36  654.07   14.767   40.759     31.274     40.759  20:46:53.98  -12:50:10.2
    64  24.670   0.071   0.001  24.242   0.131   0.000   3  654.91  476.19    0.009   23.928     16.516     23.928  20:46:53.00  -12:50:27.1
     0  24.719   0.071   0.008  24.073   0.109   0.002   3  276.06  268.92  -12.810  -17.117      3.697    -17.117  20:46:52.15  -12:51:08.1
   320  24.726   0.075   0.003  99.999   0.000   0.000   3  359.72  660.17   24.451   -1.063     40.959     -1.063  20:46:54.63  -12:50:52.1
   320  24.881   0.083   0.000  99.999   0.000   0.000   3  750.60  232.30  -26.186   28.243     -9.679     28.243  20:46:51.25  -12:50:22.8
    64  24.697   0.070   0.006  24.118   0.110   0.001   3  247.70  258.22  -13.283  -20.088      3.224    -20.088  20:46:52.11  -12:51:11.1
     0  24.762   0.075   0.001  23.934   0.099   0.001   3  477.80  188.72  -24.975    0.913     -8.468      0.913  20:46:51.33  -12:50:50.1
   162  99.999   0.000   0.000  23.395   0.092   0.000   3  629.27  696.50   22.420   25.812     38.927     25.812  20:46:54.49  -12:50:25.2
    64  24.717   0.073   0.000  24.083   0.111   0.000   3  102.58  382.27    2.096  -31.664     18.603    -31.664  20:46:53.14  -12:51:22.7
    64  24.722   0.075   0.037  24.146   0.124   0.036   3  421.07  536.46   10.878    2.411     27.385      2.411  20:46:53.73  -12:50:48.6
    64  24.735   0.076   0.080  24.043   0.109   0.001   3  512.11  420.08   -2.624    8.930     13.883      8.930  20:46:52.83  -12:50:42.1
    64  24.783   0.085   0.002  24.257   0.186   0.002   3  270.11  725.88   32.793   -8.433     49.300     -8.433  20:46:55.19  -12:50:59.4
    64  24.706   0.074   0.000  24.150   0.120   0.000   3  201.64  544.31   16.193  -18.782     32.701    -18.782  20:46:54.08  -12:51:09.8
   227  99.999   0.000   0.000  22.729   0.193   0.000   3  756.48  313.20  -18.285   30.454     -1.778     30.454  20:46:51.78  -12:50:20.5
     0  24.739   0.074   0.002  24.005   0.103   0.001   3  347.70  247.42  -16.442  -10.575      0.065    -10.575  20:46:51.90  -12:51:01.6
   227  99.999   0.000   0.000  22.234   0.191   0.002   3  474.97  277.85  -16.047    2.437      0.460      2.437  20:46:51.93  -12:50:48.6
    64  24.684   0.071   0.000  24.210   0.124   0.000   3  464.99  228.07  -20.797    0.460     -4.290      0.460  20:46:51.61  -12:50:50.5
    64  24.720   0.078   0.000  24.068   0.119   0.000   3  338.74  769.68   35.703   -0.889     52.210     -0.889  20:46:55.38  -12:50:51.9
    64  24.714   0.074   0.000  24.103   0.116   0.000   3  473.82  453.00    1.457    5.865     17.965      5.865  20:46:53.10  -12:50:45.1
    64  24.689   0.070   0.003  24.244   0.124   0.101   3  415.00  150.33  -27.493   -5.972    -10.986     -5.972  20:46:51.17  -12:50:57.0
   227  99.999   0.000   0.000  23.246   0.147   0.035   3  385.62  445.18    2.508   -2.889     19.015     -2.889  20:46:53.17  -12:50:53.9
     0  24.790   0.082   0.001  23.881   0.101   0.003   3  141.64  609.62   23.904  -23.260     40.412    -23.260  20:46:54.59  -12:51:14.3
     0  24.702   0.078   0.004  24.034   0.104   0.001   3  434.76  202.23  -22.746   -3.005     -6.239     -3.005  20:46:51.48  -12:50:54.0
    64  24.767   0.077   0.015  24.039   0.112   0.010   3  453.70  414.62   -1.957    3.130     14.550      3.130  20:46:52.87  -12:50:47.9
     0  24.743   0.074   0.000  23.982   0.102   0.000   3  757.18  216.43  -27.889   28.552    -11.382     28.552  20:46:51.14  -12:50:22.4
    64  24.688   0.073   0.009  24.400   0.146   0.016   3  445.62  332.30  -10.006    0.679      6.501      0.679  20:46:52.33  -12:50:50.3
   225  99.999   0.000   0.000  23.079   0.113   0.001   3  618.10  220.38  -24.698   15.191     -8.190     15.191  20:46:51.35  -12:50:35.8
    64  24.688   0.071   0.000  24.766   0.197   0.000   3  287.11  357.31   -4.219  -14.263     12.288    -14.263  20:46:52.72  -12:51:05.3
    64  24.714   0.073   0.003  24.152   0.118   0.004   3  493.86  232.04  -20.996    3.352     -4.489      3.352  20:46:51.60  -12:50:47.6
    64  24.702   0.077   0.004  24.259   0.141   0.019   3  288.83  736.75   33.484   -6.396     49.991     -6.396  20:46:55.23  -12:50:57.4
     0  24.698   0.080   0.050  23.974   0.098   0.018   3  385.14  120.33  -29.850   -9.478    -13.342     -9.478  20:46:51.01  -12:51:00.5
    64  24.676   0.072   0.000  24.308   0.135   0.000   3  417.82  368.76   -5.790   -1.295     10.717     -1.295  20:46:52.61  -12:50:52.3
    64  24.734   0.074   0.000  24.099   0.112   0.000   3  395.74  360.31   -6.176   -3.618     10.331     -3.618  20:46:52.59  -12:50:54.6
    64  24.682   0.072   0.002  24.465   0.155   0.001   3  438.63  460.98    2.986    2.598     19.493      2.598  20:46:53.20  -12:50:48.4
    64  24.798   0.077   0.000  23.976   0.110   0.000   3  717.80  271.56  -21.638   25.879     -5.131     25.879  20:46:51.56  -12:50:25.1
     0  24.754   0.078   0.002  24.024   0.109   0.002   3  449.43  422.49   -1.082    2.873     15.425      2.873  20:46:52.93  -12:50:48.1
     0  24.741   0.088   0.006  23.967   0.107   0.023   3   94.47  536.36   17.592  -29.319     34.100    -29.319  20:46:54.17  -12:51:20.3
    64  24.705   0.072   0.011  24.200   0.121   0.016   3  520.85  246.89  -20.076    6.278     -3.569      6.278  20:46:51.66  -12:50:44.7
    64  24.668   0.069   0.005  24.451   0.141   0.007   3  434.85   62.69  -36.577   -5.799    -20.070     -5.799  20:46:50.56  -12:50:56.8
     0  24.728   0.073   0.000  24.083   0.108   0.000   3  582.69  210.93  -24.916   11.562     -8.409     11.562  20:46:51.34  -12:50:39.4
   320  24.685   0.080   0.000  99.999   0.000   0.000   3  303.67  587.40   18.381   -7.989     34.889     -7.989  20:46:54.23  -12:50:59.0
    64  24.773   0.081   0.001  23.991   0.113   0.000   3  299.64  741.81   33.762   -5.245     50.269     -5.245  20:46:55.25  -12:50:56.2
    64  24.666   0.070   0.003  24.584   0.162   0.015   3  362.29  227.25  -18.752   -9.559     -2.245     -9.559  20:46:51.75  -12:51:00.6
    64  24.737   0.078   0.002  24.162   0.127   0.006   3  243.36  618.65   22.727  -13.215     39.234    -13.215  20:46:54.52  -12:51:04.2
    64  24.742   0.076   0.011  24.133   0.121   0.005   3  480.26  549.04   10.899    8.427     27.407      8.427  20:46:53.73  -12:50:42.6
    64  24.732   0.073   0.000  24.137   0.115   0.000   3  221.37  318.84   -6.691  -21.431      9.816    -21.431  20:46:52.55  -12:51:12.4
   331  25.044   0.079   0.000  99.999   0.000   0.000   3  324.47  777.90   36.805   -2.106     53.313     -2.106  20:46:55.45  -12:50:53.1
   320  24.834   0.082   0.083  99.999   0.000   0.000   3  191.34  440.94    6.110  -21.883     22.617    -21.883  20:46:53.41  -12:51:12.9
   320  24.894   0.087   0.000  99.999   0.000   0.000   3  713.13  177.93  -30.820   23.519    -14.313     23.519  20:46:50.95  -12:50:27.5
    64  24.716   0.075   0.014  24.187   0.125   0.001   3  763.88  498.69   -0.009   34.889     16.498     34.889  20:46:53.00  -12:50:16.1
    64  24.701   0.072   0.000  24.685   0.184   0.000   3  449.66  344.13   -8.912    1.311      7.596      1.311  20:46:52.41  -12:50:49.7
   227  99.999   0.000   0.000  23.277   0.122   0.000   3  696.27  495.61    1.085   28.315     17.593     28.315  20:46:53.07  -12:50:22.7
     0  24.801   0.076   0.000  23.953   0.097   0.000   3  489.56  133.23  -30.724    0.936    -14.217      0.936  20:46:50.95  -12:50:50.1
     0  24.803   0.079   0.011  23.958   0.104   0.014   3  702.54  475.60   -1.037   28.520     15.471     28.520  20:46:52.93  -12:50:22.5
   355  24.391   0.155   0.006  99.999   0.000   0.000   3  660.61   78.37  -39.599   16.410    -23.092     16.410  20:46:50.36  -12:50:34.6
   320  24.693   0.072   0.030  99.999   0.000   0.000   3  508.09  341.21  -10.413    6.945      6.095      6.945  20:46:52.31  -12:50:44.1
    64  24.721   0.073   0.000  24.309   0.131   0.000   3  348.31  240.63  -17.132  -10.653     -0.625    -10.653  20:46:51.86  -12:51:01.7
    64  24.699   0.075   0.027  24.226   0.126   0.023   3  473.57  315.42  -12.271    3.061      4.237      3.061  20:46:52.18  -12:50:47.9
    64  24.715   0.073   0.001  24.165   0.119   0.000   3  404.95  361.85   -6.214   -2.689     10.293     -2.689  20:46:52.59  -12:50:53.7
     0  24.691   0.091   0.053  23.989   0.108   0.005   3  214.97  596.64   21.123  -16.420     37.630    -16.420  20:46:54.41  -12:51:07.4
    64  24.770   0.079   0.001  24.478   0.183   0.001   3  273.13  674.08   27.613   -9.195     44.120     -9.195  20:46:54.84  -12:51:00.2
    64  24.761   0.074   0.000  24.085   0.114   0.053   3  751.81  284.03  -21.086   29.412     -4.579     29.412  20:46:51.59  -12:50:21.6
    64  24.729   0.077   0.023  24.281   0.139   0.029   3  358.73  572.74   15.787   -2.927     32.294     -2.927  20:46:54.05  -12:50:53.9
    64  24.762   0.079   0.017  24.124   0.123   0.009   3  304.41  677.42   27.301   -6.089     43.808     -6.089  20:46:54.82  -12:50:57.1
    64  24.698   0.087   0.003  24.157   0.128   0.042   3   69.40  585.66   22.989  -30.726     39.496    -30.726  20:46:54.53  -12:51:21.7
    64  24.755   0.075   0.000  24.254   0.143   0.000   3  503.64  332.33  -11.204    6.332      5.303      6.332  20:46:52.25  -12:50:44.7
    64  24.731   0.073  -0.001  24.257   0.130   0.034   3  354.89  440.19    2.648   -5.985     19.155     -5.985  20:46:53.18  -12:50:57.0
     0  24.777   0.075   0.007  24.041   0.106   0.016   3  534.04  211.84  -23.832    6.852     -7.325      6.852  20:46:51.41  -12:50:44.1
    64  24.764   0.078   0.014  24.099   0.118   0.034   3  251.40  515.42   12.293  -14.536     28.800    -14.536  20:46:53.82  -12:51:05.5
    64  24.795   0.078   0.000  24.141   0.116   0.000   3  646.92  252.32  -22.112   18.634     -5.605     18.634  20:46:51.53  -12:50:32.4
    64  24.712   0.073   0.000  24.356   0.138   0.001   3  438.14  273.59  -15.711   -1.237      0.796     -1.237  20:46:51.95  -12:50:52.2
    64  24.745   0.083   0.016  24.045   0.109   0.020   3  438.75  262.97  -16.780   -1.392     -0.273     -1.392  20:46:51.88  -12:50:52.4
    64  24.738   0.077   0.000  24.164   0.127   0.000   3  490.76  657.02   21.415   11.612     37.923     11.612  20:46:54.43  -12:50:39.4
    64  24.719   0.074   0.016  24.366   0.141   0.003   3  311.43  376.53   -2.806  -11.507     13.701    -11.507  20:46:52.81  -12:51:02.5
   226  99.999   0.000   0.000  23.470   0.138   0.006   3  151.29  588.21   21.584  -22.765     38.091    -22.765  20:46:54.44  -12:51:13.8
    64  24.785   0.076   0.000  24.050   0.109   0.000   3  575.82  278.17  -18.091   12.258     -1.584     12.258  20:46:51.79  -12:50:38.7
    64  24.763   0.078   0.002  24.147   0.125   0.002   3  329.73  606.21   19.715   -5.072     36.222     -5.072  20:46:54.31  -12:50:56.1
    64  24.713   0.076   0.042  24.447   0.162   0.078   3  273.18  516.14   11.916  -12.403     28.423    -12.403  20:46:53.79  -12:51:03.4
     0  24.826   0.078   0.000  23.946   0.100   0.000   3  697.50  185.31  -29.777   22.161    -13.270     22.161  20:46:51.01  -12:50:28.8
    64  24.821   0.077   0.022  24.280   0.174   0.040   3  487.37   74.08  -36.530   -0.469    -20.023     -0.469  20:46:50.56  -12:50:51.5
   227  99.999   0.000   0.000  22.681   0.154   0.015   3  541.07  510.36    5.778   13.566     22.285     13.566  20:46:53.39  -12:50:37.4
   227  99.999   0.000   0.000  23.121   0.169   0.001   3  229.30  620.27   23.176  -14.547     39.683    -14.547  20:46:54.55  -12:51:05.5
    64  24.740   0.072   0.006  24.132   0.112   0.022   3  300.89  182.84  -21.895  -16.423     -5.388    -16.423  20:46:51.54  -12:51:07.4
    64  24.781   0.079   0.003  24.060   0.115   0.003   3  142.77  567.04   19.658  -24.023     36.165    -24.023  20:46:54.31  -12:51:15.0
   227  99.999   0.000   0.000  23.028   0.146   0.002   3  238.85  688.91   29.778  -12.219     46.286    -12.219  20:46:54.99  -12:51:03.2
   160  99.999   0.000   0.000  23.361   0.088   0.017   3  104.64  400.28    3.849  -31.102     20.356    -31.102  20:46:53.26  -12:51:22.1
   355  23.834   0.136   0.009  99.999   0.000   0.000   3  768.14  654.56   15.347   38.355     31.854     38.355  20:46:54.02  -12:50:12.6
    64  24.739   0.075   0.061  24.309   0.139   0.134   3  669.19  393.37   -8.531   23.647      7.976     23.647  20:46:52.43  -12:50:27.4
   320  24.724   0.078   0.001  99.999   0.000   0.000   3  480.03  544.04   10.406    8.304     26.913      8.304  20:46:53.69  -12:50:42.7
    64  24.730   0.071   0.000  24.204   0.113   0.000   3  281.61   66.12  -33.062  -20.608    -16.555    -20.608  20:46:50.80  -12:51:11.6
    64  24.762   0.076   0.000  24.159   0.121   0.000   3  375.58  448.73    3.071   -3.796     19.579     -3.796  20:46:53.20  -12:50:54.8
    64  24.755   0.076   0.000  24.197   0.125   0.000   3  499.22  399.59   -4.400    7.262     12.107      7.262  20:46:52.71  -12:50:43.7
    64  24.758   0.073   0.003  24.138   0.112   0.006   3  499.97  106.43  -33.589    1.408    -17.082      1.408  20:46:50.76  -12:50:49.6
    64  24.775   0.077   0.002  24.092   0.113   0.051   3  635.62  219.51  -25.140   16.872     -8.632     16.872  20:46:51.32  -12:50:34.1
    64  24.733   0.078   0.003  24.664   0.195   0.007   3  287.22  640.22   23.969   -8.515     40.476     -8.515  20:46:54.60  -12:50:59.5
     0  24.716   0.094   0.017  24.026   0.104   0.031   3  526.98  144.87  -30.335    4.809    -13.828      4.809  20:46:50.98  -12:50:46.2
    64  24.811   0.082   0.000  24.029   0.117   0.000   3  483.62  779.09   33.627   13.346     50.134     13.346  20:46:55.24  -12:50:37.7
    64  24.707   0.070   0.001  24.445   0.140   0.001   3  154.36  187.02  -18.414  -30.551     -1.907    -30.551  20:46:51.77  -12:51:21.6
    64  24.738   0.076   0.069  24.459   0.204   0.108   3  580.03  410.77   -4.960   15.349     11.547     15.349  20:46:52.67  -12:50:35.7
    64  24.763   0.080   0.002  24.277   0.144   0.000   3  278.92  739.30   33.938   -7.305     50.445     -7.305  20:46:55.26  -12:50:58.3
     0  24.730   0.087   0.016  24.023   0.104   0.000   3  642.79  139.24  -33.238   15.930    -16.731     15.930  20:46:50.78  -12:50:35.1
   355  23.928   0.114   0.004  99.999   0.000   0.000   3  311.38  406.68    0.204  -10.903     16.711    -10.903  20:46:53.01  -12:51:01.9
    64  24.819   0.082   0.027  24.006   0.113   0.023   3  386.36  635.84   21.487    1.037     37.995      1.037  20:46:54.43  -12:50:50.0
    64  24.741   0.078   0.002  24.382   0.153   0.000   3  407.80  676.72   25.097    3.946     41.604      3.946  20:46:54.67  -12:50:47.1
   353  24.616   0.147   0.037  99.999   0.000   0.000   3  212.80  290.97   -9.292  -22.822      7.215    -22.822  20:46:52.38  -12:51:13.8
   355  24.251   0.148   0.010  99.999   0.000   0.000   3  238.37  664.91   27.415  -12.755     43.922    -12.755  20:46:54.83  -12:51:03.8
   227  99.999   0.000   0.000  22.767   0.209   0.137   3  534.21  176.83  -27.314    6.159    -10.806      6.159  20:46:51.18  -12:50:44.8
    64  24.785   0.079   0.000  24.111   0.117   0.000   3  580.47  513.37    5.258   17.454     21.765     17.454  20:46:53.35  -12:50:33.5
    64  24.787   0.076   0.028  24.083   0.111   0.026   3  377.66  210.96  -20.694   -8.390     -4.187     -8.390  20:46:51.62  -12:50:59.4
     0  24.851   0.080   0.008  23.932   0.099   0.011   3  527.81  190.00  -25.874    5.804     -9.367      5.804  20:46:51.28  -12:50:45.2
   320  24.913   0.086   0.013  99.999   0.000   0.000   3  231.91  582.00   19.320  -15.075     35.828    -15.075  20:46:54.29  -12:51:06.1
