#FIELD: aquarius_u67203   PHOTOMETRY VERSION: phot-2.03
#REFERENCE POSITION (for DRA, DDEC):   311.720833  -12.847500 (J2000)
#ADOPTED GALAXY CENTER (for DRACEN, DDECCEN):   311.716248  -12.847500 (J2000)
#FLAG  f606w  E(f606w)  CROWD1  f814w  E(f814w)  CROWD2  CHIP  X  Y  DRA  DDEC  DRACEN  DDECCEN  RA(J2000)  DEC  
   227  99.999   0.000   0.000  22.545   0.137  -0.027   2  171.22  415.36  -49.992   -9.820    -33.485     -9.820  20:46:49.67  -12:51:00.8
   320  23.772   0.077   0.000  99.999   0.000   0.000   2  730.10  217.00 -101.403  -40.575    -84.896    -40.575  20:46:46.24  -12:51:31.6
     0  23.879   0.041   0.004  23.126   0.056   0.006   2  259.99  559.26  -61.909    2.325    -45.402      2.325  20:46:48.87  -12:50:48.7
     0  23.875   0.044   0.002  23.099   0.058   0.003   2  190.15  655.05  -57.018   13.023    -40.511     13.023  20:46:49.20  -12:50:38.0
   225  99.999   0.000   0.000  22.428   0.136   0.037   2  184.67  521.12  -53.593    0.173    -37.085      0.173  20:46:49.43  -12:50:50.8
   163  99.999   0.000   0.000  22.403   0.104   0.002   2  765.09  694.07 -114.851    4.816    -98.344      4.816  20:46:45.34  -12:50:46.2
   163  99.999   0.000   0.000  22.306   0.083  -0.003   2  779.64  324.90 -108.596  -31.146    -92.088    -31.146  20:46:45.76  -12:51:22.1
   227  99.999   0.000   0.000  22.347   0.179   0.000   2  638.66  595.68 -100.378   -2.017    -83.871     -2.017  20:46:46.31  -12:50:53.0
   355  24.005   0.141   0.000  99.999   0.000   0.000   2  744.96  643.57 -111.849    0.381    -95.342      0.381  20:46:45.54  -12:50:50.6
   320  24.018   0.072   0.000  99.999   0.000   0.000   2  795.10  643.24 -116.756   -0.703   -100.249     -0.703  20:46:45.22  -12:50:51.7
     0  23.892   0.041   0.000  23.114   0.054   0.001   2  453.29  190.22  -73.335  -37.546    -56.828    -37.546  20:46:48.11  -12:51:28.5
   323  23.894   0.074   0.000  99.999   0.000   0.000   2  649.56  359.94  -96.492  -25.106    -79.985    -25.106  20:46:46.57  -12:51:16.1
   323  23.924   0.108   0.000  99.999   0.000   0.000   2  356.45  493.02  -70.116   -6.103    -53.609     -6.103  20:46:48.33  -12:50:57.1
   321  23.643   0.066   0.000  99.999   0.000   0.000   2  164.99  488.42  -50.935   -2.594    -34.428     -2.594  20:46:49.60  -12:50:53.6
   355  23.883   0.115   0.000  99.999   0.000   0.000   2  228.04  395.30  -55.220  -12.944    -38.713    -12.944  20:46:49.32  -12:51:03.9
   163  99.999   0.000   0.000  22.189   0.100   0.000   2  126.70  302.17  -43.169  -19.893    -26.662    -19.893  20:46:50.12  -12:51:10.9
   227  99.999   0.000   0.000  22.756   0.135   0.006   2   91.57  471.72  -43.293   -2.706    -26.786     -2.706  20:46:50.11  -12:50:53.7
   162  99.999   0.000   0.000  22.838   0.092   0.000   2  616.01  795.28 -102.248   17.679    -85.741     17.679  20:46:46.18  -12:50:33.3
   355  23.085   0.128   0.000  99.999   0.000   0.000   2  736.82  594.26 -110.036   -4.207    -93.529     -4.207  20:46:45.66  -12:50:55.2
   227  99.999   0.000   0.000  22.064   0.144   0.010   2  319.81  246.92  -61.220  -29.282    -44.713    -29.282  20:46:48.92  -12:51:20.3
   320  24.070   0.071   0.000  99.999   0.000   0.000   2  674.06  124.03  -93.863  -48.417    -77.356    -48.417  20:46:46.74  -12:51:39.4
   323  24.025   0.077   0.000  99.999   0.000   0.000   2  395.60  488.07  -73.919   -7.397    -57.412     -7.397  20:46:48.07  -12:50:58.4
     0  23.762   0.038   0.000  23.960   0.099   0.029   2  103.25  293.75  -40.667  -20.222    -24.160    -20.222  20:46:50.29  -12:51:11.2
   227  99.999   0.000   0.000  22.587   0.124   0.022   2   98.02  313.95  -40.575  -18.153    -24.068    -18.153  20:46:50.29  -12:51:09.2
   323  23.900   0.087   0.002  99.999   0.000   0.000   2   85.38  471.01  -42.665   -2.649    -26.158     -2.649  20:46:50.16  -12:50:53.6
   321  23.541   0.081   0.004  99.999   0.000   0.000   2  549.17  565.50  -90.867   -3.071    -74.360     -3.071  20:46:46.94  -12:50:54.1
   323  23.969   0.102   0.000  99.999   0.000   0.000   2  675.67  542.03 -102.920   -7.985    -86.413     -7.985  20:46:46.14  -12:50:59.0
   227  99.999   0.000   0.000  22.696   0.207   0.001   2  626.67  642.47 -100.164    2.760    -83.657      2.760  20:46:46.32  -12:50:48.2
     0  23.821   0.039   0.000  23.664   0.086   0.000   2   57.76  253.62  -35.328  -23.166    -18.821    -23.166  20:46:50.64  -12:51:14.2
     0  23.862   0.040   0.000  23.194   0.056   0.000   2  326.60  205.68  -61.025  -33.426    -44.518    -33.426  20:46:48.93  -12:51:24.4
   227  99.999   0.000   0.000  22.385   0.130   0.001   2  714.84  329.83 -102.313  -29.357    -85.806    -29.357  20:46:46.18  -12:51:20.4
   163  99.999   0.000   0.000  22.658   0.085   0.000   2  696.93  317.96 -100.289  -30.144    -83.782    -30.144  20:46:46.31  -12:51:21.1
     0  23.772   0.038   0.019  23.761   0.085   0.051   2  129.77  326.69  -43.991  -17.575    -27.484    -17.575  20:46:50.07  -12:51:08.6
    32  23.632   0.141   0.001  22.899   0.051   0.004   2  780.62  690.24 -116.293    4.120    -99.786      4.120  20:46:45.25  -12:50:46.9
   355  23.682   0.149   0.108  99.999   0.000   0.000   2  525.48   93.43  -78.463  -48.376    -61.956    -48.376  20:46:47.77  -12:51:39.4
     0  23.849   0.042   0.001  23.295   0.067  -0.001   2  135.09  643.06  -51.297   12.985    -34.790     12.985  20:46:49.58  -12:50:38.0
   355  23.979   0.110   0.002  99.999   0.000   0.000   2  582.53  234.95  -87.164  -35.861    -70.657    -35.861  20:46:47.19  -12:51:26.9
   355  23.158   0.130   0.117  99.999   0.000   0.000   2  546.98  132.33  -81.433  -45.063    -64.925    -45.063  20:46:47.57  -12:51:36.1
   163  99.999   0.000   0.000  22.146   0.104   0.000   2  490.93   84.90  -74.844  -48.495    -58.337    -48.495  20:46:48.01  -12:51:39.5
   321  24.055   0.074   0.003  99.999   0.000   0.000   2  435.98  529.02  -78.819   -4.257    -62.312     -4.257  20:46:47.75  -12:50:55.3
   355  23.581   0.166   0.002  99.999   0.000   0.000   2  638.38  158.98  -91.082  -44.336    -74.575    -44.336  20:46:46.93  -12:51:35.3
     0  23.892   0.040   0.000  23.168   0.055   0.021   2  324.47  245.84  -61.663  -29.484    -45.155    -29.484  20:46:48.89  -12:51:20.5
   227  99.999   0.000   0.000  22.328   0.154   0.028   2  793.12  126.88 -105.658  -50.490    -89.151    -50.490  20:46:45.96  -12:51:41.5
     0  23.912   0.041   0.001  23.120   0.054   0.000   2  128.43  217.66  -41.566  -28.126    -25.059    -28.126  20:46:50.23  -12:51:19.1
   163  99.999   0.000   0.000  22.857   0.084   0.005   2  573.61  563.17  -93.247   -3.807    -76.740     -3.807  20:46:46.78  -12:50:54.8
   163  99.999   0.000   0.000  22.173   0.086  -0.001   2  300.84  663.07  -68.199   11.532    -51.692     11.532  20:46:48.45  -12:50:39.5
   227  99.999   0.000   0.000  22.432   0.111   0.000   2  279.78  243.32  -57.152  -28.799    -40.645    -28.799  20:46:49.19  -12:51:19.8
   323  23.699   0.109   0.000  99.999   0.000   0.000   2  404.68  473.37  -74.512   -9.015    -58.005     -9.015  20:46:48.03  -12:51:00.0
     0  23.932   0.044   0.000  23.100   0.056   0.000   2  170.16  539.48  -52.545    2.252    -36.037      2.252  20:46:49.50  -12:50:48.7
   227  99.999   0.000   0.000  22.215   0.114   0.001   2  165.88  398.11  -49.094  -11.384    -32.587    -11.384  20:46:49.73  -12:51:02.4
   323  23.743   0.087   0.000  99.999   0.000   0.000   2  433.01  137.38  -70.190  -42.244    -53.683    -42.244  20:46:48.32  -12:51:33.2
   227  99.999   0.000   0.000  21.984   0.156   0.007   2  367.92  226.20  -65.582  -32.291    -49.075    -32.291  20:46:48.63  -12:51:23.3
   163  99.999   0.000   0.000  22.559   0.075   0.000   2  153.71  112.95  -41.896  -38.786    -25.389    -38.786  20:46:50.21  -12:51:29.8
     0  23.873   0.045   0.000  23.274   0.068   0.000   2   91.91  714.71  -48.579   20.743    -32.071     20.743  20:46:49.76  -12:50:30.3
   227  99.999   0.000   0.000  22.860   0.157   0.012   2  618.61  757.45 -101.734   13.998    -85.227     13.998  20:46:46.22  -12:50:37.0
   355  23.586   0.145   0.004  99.999   0.000   0.000   2  235.41  214.45  -52.124  -30.674    -35.617    -30.674  20:46:49.53  -12:51:21.7
   163  99.999   0.000   0.000  22.742   0.093   0.000   2  651.24  187.74  -92.975  -41.819    -76.468    -41.819  20:46:46.80  -12:51:32.8
   320  24.042   0.093   0.000  99.999   0.000   0.000   2  378.12   93.92  -63.803  -45.308    -47.295    -45.308  20:46:48.75  -12:51:36.3
   355  23.913   0.125   0.000  99.999   0.000   0.000   2  228.10  302.67  -53.258  -21.956    -36.751    -21.956  20:46:49.45  -12:51:13.0
   227  99.999   0.000   0.000  22.758   0.142   0.000   2  677.37  768.51 -107.748   13.817    -91.241     13.817  20:46:45.82  -12:50:37.2
   321  23.811   0.081   0.000  99.999   0.000   0.000   2  524.04  293.75  -82.597  -28.957    -66.090    -28.957  20:46:47.49  -12:51:20.0
   355  23.833   0.123   0.000  99.999   0.000   0.000   2  368.26   74.16  -62.405  -47.011    -45.897    -47.011  20:46:48.84  -12:51:38.0
   225  99.999   0.000   0.000  21.943   0.145   0.031   2  379.51  456.48  -71.640  -10.135    -55.132    -10.135  20:46:48.22  -12:51:01.1
   163  99.999   0.000   0.000  22.204   0.095   0.006   2  648.96  276.12  -94.643  -33.224    -78.136    -33.224  20:46:46.69  -12:51:24.2
     0  23.796   0.039   0.000  23.859   0.093   0.000   2  237.82  463.37  -57.648   -6.528    -41.141     -6.528  20:46:49.16  -12:50:57.5
   323  23.737   0.103   0.000  99.999   0.000   0.000   2  257.57  625.00  -63.077    8.742    -46.570      8.742  20:46:48.79  -12:50:42.3
   163  99.999   0.000   0.000  22.778   0.092   0.086   2  404.45  214.96  -68.989  -34.139    -52.482    -34.139  20:46:48.40  -12:51:25.1
   320  24.029   0.080   0.000  99.999   0.000   0.000   2  703.37  199.85  -98.395  -41.697    -81.887    -41.697  20:46:46.44  -12:51:32.7
   323  23.830   0.107   0.002  99.999   0.000   0.000   2  316.07  176.45  -59.358  -36.041    -42.851    -36.041  20:46:49.04  -12:51:27.0
   321  23.796   0.087   0.000  99.999   0.000   0.000   2  623.26  761.80 -102.282   14.318    -85.774     14.318  20:46:46.18  -12:50:36.7
   323  23.965   0.092   0.000  99.999   0.000   0.000   2  533.33  289.87  -83.440  -29.525    -66.933    -29.525  20:46:47.44  -12:51:20.5
   321  23.067   0.091   0.000  99.999   0.000   0.000   2  391.96  373.81  -71.121  -18.439    -54.614    -18.439  20:46:48.26  -12:51:09.4
   160  99.999   0.000   0.000  22.702   0.069   0.000   2  644.09  515.16  -99.232   -9.932    -82.725     -9.932  20:46:46.38  -12:51:00.9
   227  99.999   0.000   0.000  22.767   0.157   0.000   2  513.02  136.75  -78.148  -43.945    -61.641    -43.945  20:46:47.79  -12:51:34.9
     0  23.864   0.042   0.000  23.388   0.069   0.000   2  483.33  665.29  -86.415    7.963    -69.908      7.963  20:46:47.24  -12:50:43.0
   227  99.999   0.000   0.000  22.178   0.156   0.000   2  722.20   88.83  -97.856  -52.752    -81.349    -52.752  20:46:46.48  -12:51:43.8
   323  23.571   0.101   0.000  99.999   0.000   0.000   2  685.57  272.08  -98.184  -34.358    -81.677    -34.358  20:46:46.45  -12:51:25.4
   160  99.999   0.000   0.000  22.872   0.069   0.000   2  627.32  161.96  -90.049  -43.825    -73.542    -43.825  20:46:47.00  -12:51:34.8
   355  23.279   0.127   0.132  99.999   0.000   0.000   2  576.57  462.01  -91.408  -13.687    -74.901    -13.687  20:46:46.91  -12:51:04.7
   355  23.654   0.166   0.002  99.999   0.000   0.000   2  494.40  707.16  -88.392   11.772    -71.885     11.772  20:46:47.11  -12:50:39.2
   323  23.474   0.098   0.002  99.999   0.000   0.000   2  352.52  541.99  -70.767   -1.265    -54.260     -1.265  20:46:48.28  -12:50:52.3
   227  99.999   0.000   0.000  22.829   0.110   0.110   2  562.33  187.68  -84.144  -40.025    -67.637    -40.025  20:46:47.39  -12:51:31.0
   355  23.654   0.139   0.002  99.999   0.000   0.000   2  747.44  721.53 -113.677    7.827    -97.170      7.827  20:46:45.42  -12:50:43.2
   320  23.904   0.074   0.000  99.999   0.000   0.000   2  421.97  212.79  -70.691  -34.712    -54.184    -34.712  20:46:48.29  -12:51:25.7
   163  99.999   0.000   0.000  22.658   0.085  -0.001   2  477.08  524.96  -82.832   -5.506    -66.325     -5.506  20:46:47.48  -12:50:56.5
   322  23.814   0.068   0.002  99.999   0.000   0.000   2   71.45  207.00  -35.709  -27.966    -19.201    -27.966  20:46:50.62  -12:51:19.0
   331  24.328   0.049   0.000  99.999   0.000   0.000   2  622.43   59.35  -87.358  -53.604    -70.851    -53.604  20:46:47.18  -12:51:44.6
     0  23.886   0.044   0.000  23.391   0.074   0.000   2   58.11  624.37  -43.277   12.733    -26.770     12.733  20:46:50.11  -12:50:38.3
   163  99.999   0.000   0.000  22.658   0.100   0.000   2  404.99  440.79  -73.849  -12.191    -57.342    -12.191  20:46:48.08  -12:51:03.2
   227  99.999   0.000   0.000  22.221   0.194   0.000   2  600.41  545.03  -95.527   -6.126    -79.020     -6.126  20:46:46.63  -12:50:57.1
   323  23.827   0.089   0.000  99.999   0.000   0.000   2  512.87  605.55  -88.098    1.568    -71.591      1.568  20:46:47.13  -12:50:49.4
   227  99.999   0.000   0.000  22.104   0.146   0.003   2  437.27  721.97  -83.025   14.390    -66.518     14.390  20:46:47.47  -12:50:36.6
   323  23.997   0.099   0.003  99.999   0.000   0.000   2  593.62  619.92  -96.421    1.271    -79.914      1.271  20:46:46.57  -12:50:49.7
   163  99.999   0.000   0.000  22.848   0.092   0.002   2  704.90  430.32 -103.464  -19.414    -86.956    -19.414  20:46:46.10  -12:51:10.4
   339  23.740   0.007   0.083  99.999   0.000   0.000   2  253.91  132.85  -52.254  -38.966    -35.747    -38.966  20:46:49.52  -12:51:30.0
   163  99.999   0.000   0.000  22.326   0.100   0.000   2  782.35  281.00 -107.924  -35.444    -91.416    -35.444  20:46:45.81  -12:51:26.4
     0  24.010   0.043   0.000  23.072   0.052   0.000   2   91.07  117.74  -35.802  -37.004    -19.295    -37.004  20:46:50.61  -12:51:28.0
   227  99.999   0.000   0.000  22.873   0.128   0.000   2  217.54  137.76  -48.741  -37.730    -32.234    -37.730  20:46:49.75  -12:51:28.7
   163  99.999   0.000   0.000  22.618   0.103   0.000   2  145.01  327.95  -45.530  -17.769    -29.023    -17.769  20:46:49.96  -12:51:08.8
   321  23.426   0.075   0.000  99.999   0.000   0.000   2  221.56  484.14  -56.472   -4.175    -39.965     -4.175  20:46:49.24  -12:50:55.2
     0  23.844   0.040   0.000  23.753   0.088   0.000   2  408.47  549.98  -76.520   -1.650    -60.013     -1.650  20:46:47.90  -12:50:52.6
   321  23.971   0.073   0.000  99.999   0.000   0.000   2  434.78  634.86  -80.942    6.033    -64.435      6.033  20:46:47.60  -12:50:45.0
   225  99.999   0.000   0.000  21.342   0.142   0.000   2  655.85  464.29  -99.327  -15.107    -82.820    -15.107  20:46:46.38  -12:51:06.1
   320  24.126   0.057   0.000  99.999   0.000   0.000   2  327.84   52.79  -57.935  -48.231    -41.428    -48.231  20:46:49.14  -12:51:39.2
   355  24.139   0.182   0.022  99.999   0.000   0.000   2  394.85  280.28  -69.419  -27.598    -52.911    -27.598  20:46:48.37  -12:51:18.6
   227  99.999   0.000   0.000  22.449   0.149   0.000   2  343.48  553.81  -70.117    0.071    -53.610      0.071  20:46:48.33  -12:50:50.9
   321  24.084   0.097   0.001  99.999   0.000   0.000   2  370.71  783.05  -77.696   21.637    -61.188     21.637  20:46:47.82  -12:50:29.4
     0  24.567   0.065   0.000  22.687   0.041   0.000   2  216.29  455.50  -55.335   -6.849    -38.827     -6.849  20:46:49.31  -12:50:57.8
   227  99.999   0.000   0.000  22.659   0.129   0.034   2  429.11  125.16  -69.543  -43.343    -53.036    -43.343  20:46:48.36  -12:51:34.3
   227  99.999   0.000   0.000  22.885   0.112   0.000   2  593.73  274.03  -89.114  -32.301    -72.607    -32.301  20:46:47.06  -12:51:23.3
   320  23.659   0.076   0.000  99.999   0.000   0.000   2  289.97   72.90  -54.589  -45.507    -38.081    -45.507  20:46:49.36  -12:51:36.5
   323  23.697   0.090   0.000  99.999   0.000   0.000   2  601.15  293.58  -90.270  -30.555    -73.763    -30.555  20:46:46.98  -12:51:21.6
     0  23.959   0.044   0.000  23.229   0.060   0.000   2  749.11  435.14 -107.927  -19.855    -91.420    -19.855  20:46:45.80  -12:51:10.9
   355  23.565   0.140   0.089  99.999   0.000   0.000   2  475.21   79.59  -73.167  -48.686    -56.660    -48.686  20:46:48.12  -12:51:39.7
   227  99.999   0.000   0.000  22.847   0.178   0.000   2  723.41  297.71 -102.474  -32.641    -85.967    -32.641  20:46:46.17  -12:51:23.6
   323  23.945   0.101   0.000  99.999   0.000   0.000   2  285.27  785.09  -69.255   23.587    -52.747     23.587  20:46:48.38  -12:50:27.4
     0  23.886   0.047   0.000  23.275   0.063   0.000   2   55.84  487.47  -40.096   -0.452    -23.589     -0.452  20:46:50.33  -12:50:51.5
   227  99.999   0.000   0.000  22.758   0.136   0.000   2  647.30  343.22  -95.912  -26.684    -79.404    -26.684  20:46:46.61  -12:51:17.7
    64  24.064   0.046   0.001  23.504   0.122   0.185   2  648.93  291.69  -94.974  -31.714    -78.467    -31.714  20:46:46.67  -12:51:22.7
     0  23.929   0.042   0.000  23.300   0.062   0.000   2  502.38  390.75  -82.505  -19.078    -65.998    -19.078  20:46:47.50  -12:51:10.1
   227  99.999   0.000   0.000  22.798   0.128   0.023   2  348.20  235.72  -63.816  -30.961    -47.308    -30.961  20:46:48.75  -12:51:22.0
     0  23.940   0.043   0.001  23.275   0.062   0.001   2  168.79  479.81  -51.128   -3.509    -34.621     -3.509  20:46:49.59  -12:50:54.5
     0  23.887   0.041   0.002  23.478   0.069   0.004   2  544.27  306.88  -84.893  -28.098    -68.386    -28.098  20:46:47.34  -12:51:19.1
   163  99.999   0.000   0.000  22.638   0.100   0.005   2  493.93  480.27  -83.564  -10.199    -67.057    -10.199  20:46:47.43  -12:51:01.2
   320  24.024   0.082   0.000  99.999   0.000   0.000   2  581.14  754.64  -97.974   14.519    -81.467     14.519  20:46:46.47  -12:50:36.5
   163  99.999   0.000   0.000  22.145   0.098   0.003   2  624.05  648.13 -100.021    3.358    -83.514      3.358  20:46:46.33  -12:50:47.6
   323  24.110   0.101   0.000  99.999   0.000   0.000   2  385.90  325.38  -69.485  -23.025    -52.978    -23.025  20:46:48.37  -12:51:14.0
   163  99.999   0.000   0.000  22.862   0.093   0.000   2  105.99  351.78  -42.165  -14.647    -25.657    -14.647  20:46:50.19  -12:51:05.6
   320  24.122   0.096   0.000  99.999   0.000   0.000   2  795.94  686.42 -117.713    3.429   -101.206      3.429  20:46:45.15  -12:50:47.6
   355  23.301   0.129   0.108  99.999   0.000   0.000   2  156.51  620.99  -52.944   10.419    -36.437     10.419  20:46:49.47  -12:50:40.6
   227  99.999   0.000   0.000  22.555   0.193   0.013   2  643.12  680.72 -102.580    6.102    -86.073      6.102  20:46:46.16  -12:50:44.9
   323  23.869   0.091   0.009  99.999   0.000   0.000   2  590.60  148.91  -86.124  -44.345    -69.617    -44.345  20:46:47.26  -12:51:35.3
   321  23.112   0.097   0.000  99.999   0.000   0.000   2  454.79  440.10  -78.806  -13.292    -62.299    -13.292  20:46:47.75  -12:51:04.3
